Zone,Times,InCount,OutCount
O'Connell Street at Easons,1/16/2014 22:00:00,228,487
O'Connell Street at Easons,1/16/2014 23:00:00,198,493
Henry Street at Butlers,1/16/2014 0:00:00,41,43
Henry Street at Butlers,1/16/2014 1:00:00,23,38
Henry Street at Butlers,1/16/2014 2:00:00,29,23
Henry Street at Butlers,1/16/2014 3:00:00,47,26
Henry Street at Butlers,1/16/2014 4:00:00,21,41
Henry Street at Butlers,1/16/2014 5:00:00,60,35
Henry Street at Butlers,1/16/2014 6:00:00,146,143
Henry Street at Butlers,1/16/2014 7:00:00,149,402
Henry Street at Butlers,1/16/2014 8:00:00,439,998
Henry Street at Butlers,1/16/2014 9:00:00,562,1385
Henry Street at Butlers,1/16/2014 10:00:00,890,1617
Henry Street at Butlers,1/16/2014 11:00:00,1425,1967
Henry Street at Butlers,1/16/2014 12:00:00,1804,2288
Henry Street at Butlers,1/16/2014 13:00:00,2639,2862
Henry Street at Butlers,1/16/2014 14:00:00,2166,2191
Henry Street at Butlers,1/16/2014 15:00:00,2296,2370
Henry Street at Butlers,1/16/2014 16:00:00,2335,2392
Henry Street at Butlers,1/16/2014 17:00:00,2233,2293
Henry Street at Butlers,1/16/2014 18:00:00,2068,1940
Henry Street at Butlers,1/16/2014 19:00:00,1519,1167
Henry Street at Butlers,1/16/2014 20:00:00,1168,569
Henry Street at Butlers,1/16/2014 21:00:00,535,305
Henry Street at Butlers,1/16/2014 22:00:00,71,77
Henry Street at Butlers,1/16/2014 23:00:00,74,88
South William St,1/16/2014 0:00:00,104,178
South William St,1/16/2014 1:00:00,88,70
South William St,1/16/2014 2:00:00,138,40
South William St,1/16/2014 3:00:00,207,44
South William St,1/16/2014 4:00:00,1,1
South William St,1/16/2014 5:00:00,7,5
South William St,1/16/2014 6:00:00,23,39
South William St,1/16/2014 7:00:00,44,110
South William St,1/16/2014 8:00:00,82,226
South William St,1/16/2014 9:00:00,90,200
South William St,1/16/2014 10:00:00,122,187
South William St,1/16/2014 11:00:00,168,230
South William St,1/16/2014 12:00:00,235,313
South William St,1/16/2014 13:00:00,322,439
South William St,1/16/2014 14:00:00,247,303
South William St,1/16/2014 15:00:00,261,316
South William St,1/16/2014 16:00:00,311,297
South William St,1/16/2014 17:00:00,355,395
South William St,1/16/2014 18:00:00,291,405
South William St,1/16/2014 19:00:00,264,261
South William St,1/16/2014 20:00:00,247,177
South William St,1/16/2014 21:00:00,161,110
South William St,1/16/2014 22:00:00,74,50
South William St,1/16/2014 23:00:00,52,51
Dublin BID,1/17/2014 0:00:00,106,143
Dublin BID,1/17/2014 1:00:00,44,69
Dublin BID,1/17/2014 2:00:00,25,50
Dublin BID,1/17/2014 3:00:00,23,42
Dublin BID,1/17/2014 4:00:00,5,20
Dublin BID,1/17/2014 5:00:00,31,12
Dublin BID,1/17/2014 6:00:00,133,47
Dublin BID,1/17/2014 7:00:00,575,234
Dublin BID,1/17/2014 8:00:00,742,351
Dublin BID,1/17/2014 9:00:00,742,433
Dublin BID,1/17/2014 10:00:00,872,558
Dublin BID,1/17/2014 11:00:00,1074,705
Dublin BID,1/17/2014 12:00:00,1168,737
Dublin BID,1/17/2014 13:00:00,1374,900
Dublin BID,1/17/2014 14:00:00,1461,898
Dublin BID,1/17/2014 15:00:00,1470,960
Dublin BID,1/17/2014 16:00:00,1524,923
Dublin BID,1/17/2014 17:00:00,1651,961
Dublin BID,1/17/2014 18:00:00,1892,985
Dublin BID,1/17/2014 19:00:00,1191,611
Dublin BID,1/17/2014 20:00:00,706,452
Dublin BID,1/17/2014 21:00:00,579,395
Dublin BID,1/17/2014 22:00:00,570,342
Dublin BID,1/17/2014 23:00:00,481,335
South King St,1/17/2014 0:00:00,102,59
South King St,1/17/2014 1:00:00,44,35
South King St,1/17/2014 2:00:00,35,17
South King St,1/17/2014 3:00:00,26,41
South King St,1/17/2014 4:00:00,6,9
South King St,1/17/2014 5:00:00,26,21
South King St,1/17/2014 6:00:00,79,63
South King St,1/17/2014 7:00:00,282,203
South King St,1/17/2014 8:00:00,610,625
South King St,1/17/2014 9:00:00,407,526
South King St,1/17/2014 10:00:00,419,424
South King St,1/17/2014 11:00:00,578,554
South King St,1/17/2014 12:00:00,880,1087
South King St,1/17/2014 13:00:00,1369,1288
South King St,1/17/2014 14:00:00,1003,937
South King St,1/17/2014 15:00:00,976,901
South King St,1/17/2014 16:00:00,981,1058
South King St,1/17/2014 17:00:00,1321,1493
South King St,1/17/2014 18:00:00,1222,1174
South King St,1/17/2014 19:00:00,687,676
South King St,1/17/2014 20:00:00,462,579
South King St,1/17/2014 21:00:00,370,792
South King St,1/17/2014 22:00:00,349,428
South King St,1/17/2014 23:00:00,352,391
South Great Georges,1/17/2014 0:00:00,185,162
South Great Georges,1/17/2014 1:00:00,155,106
South Great Georges,1/17/2014 2:00:00,47,79
South Great Georges,1/17/2014 3:00:00,56,46
South Great Georges,1/17/2014 4:00:00,14,20
South Great Georges,1/17/2014 5:00:00,15,23
South Great Georges,1/17/2014 6:00:00,39,45
South Great Georges,1/17/2014 7:00:00,88,192
South Great Georges,1/17/2014 8:00:00,295,485
South Great Georges,1/17/2014 9:00:00,302,393
South Great Georges,1/17/2014 10:00:00,306,330
South Great Georges,1/17/2014 11:00:00,406,440
South Great Georges,1/17/2014 12:00:00,636,594
South Great Georges,1/17/2014 13:00:00,713,856
South Great Georges,1/17/2014 14:00:00,643,643
South Great Georges,1/17/2014 15:00:00,585,666
South Great Georges,1/17/2014 16:00:00,725,679
South Great Georges,1/17/2014 17:00:00,816,797
South Great Georges,1/17/2014 18:00:00,547,761
South Great Georges,1/17/2014 19:00:00,533,756
South Great Georges,1/17/2014 20:00:00,510,792
South Great Georges,1/17/2014 21:00:00,485,671
South Great Georges,1/17/2014 22:00:00,372,560
South Great Georges,1/17/2014 23:00:00,312,682
Talbot St,1/17/2014 0:00:00,31,59
Talbot St,1/17/2014 1:00:00,15,41
Talbot St,1/17/2014 2:00:00,8,15
Talbot St,1/17/2014 3:00:00,6,32
Talbot St,1/17/2014 4:00:00,3,13
Talbot St,1/17/2014 5:00:00,21,14
Talbot St,1/17/2014 6:00:00,165,99
Talbot St,1/17/2014 7:00:00,626,365
Talbot St,1/17/2014 8:00:00,898,494
Talbot St,1/17/2014 9:00:00,410,359
Talbot St,1/17/2014 10:00:00,438,370
Talbot St,1/17/2014 11:00:00,465,453
Talbot St,1/17/2014 12:00:00,484,755
Talbot St,1/17/2014 13:00:00,758,989
Talbot St,1/17/2014 14:00:00,651,741
Talbot St,1/17/2014 15:00:00,484,794
Talbot St,1/17/2014 16:00:00,646,958
Talbot St,1/17/2014 17:00:00,1351,1299
Talbot St,1/17/2014 18:00:00,951,1145
Talbot St,1/17/2014 19:00:00,770,916
Talbot St,1/17/2014 20:00:00,679,671
Talbot St,1/17/2014 21:00:00,426,488
Talbot St,1/17/2014 22:00:00,126,256
Talbot St,1/17/2014 23:00:00,87,168
Mary St,1/17/2014 0:00:00,39,58
Mary St,1/17/2014 1:00:00,11,32
Mary St,1/17/2014 2:00:00,12,6
Mary St,1/17/2014 3:00:00,18,5
Mary St,1/17/2014 4:00:00,16,9
Mary St,1/17/2014 5:00:00,31,21
Mary St,1/17/2014 6:00:00,68,45
Mary St,1/17/2014 7:00:00,137,157
Mary St,1/17/2014 8:00:00,407,233
Mary St,1/17/2014 9:00:00,549,442
Mary St,1/17/2014 10:00:00,866,646
Mary St,1/17/2014 11:00:00,1166,978
Mary St,1/17/2014 12:00:00,1362,1155
Mary St,1/17/2014 13:00:00,1887,1750
Mary St,1/17/2014 14:00:00,1462,1349
Mary St,1/17/2014 15:00:00,1664,1632
Mary St,1/17/2014 16:00:00,1565,1511
Mary St,1/17/2014 17:00:00,1594,1561
Mary St,1/17/2014 18:00:00,1415,1118
Mary St,1/17/2014 19:00:00,885,687
Mary St,1/17/2014 20:00:00,386,291
Mary St,1/17/2014 21:00:00,219,160
Mary St,1/17/2014 22:00:00,143,123
Mary St,1/17/2014 23:00:00,111,117
Moore St,1/17/2014 0:00:00,27,45
Moore St,1/17/2014 1:00:00,35,33
Moore St,1/17/2014 2:00:00,14,27
Moore St,1/17/2014 3:00:00,36,28
Moore St,1/17/2014 4:00:00,51,47
Moore St,1/17/2014 5:00:00,200,53
Moore St,1/17/2014 6:00:00,216,63
Moore St,1/17/2014 7:00:00,219,103
Moore St,1/17/2014 8:00:00,219,190
Moore St,1/17/2014 9:00:00,294,264
Moore St,1/17/2014 10:00:00,422,444
Moore St,1/17/2014 11:00:00,581,642
Moore St,1/17/2014 12:00:00,716,918
Moore St,1/17/2014 13:00:00,915,1127
Moore St,1/17/2014 14:00:00,895,1104
Moore St,1/17/2014 15:00:00,893,1099
Moore St,1/17/2014 16:00:00,904,1104
Moore St,1/17/2014 17:00:00,809,1077
Moore St,1/17/2014 18:00:00,588,793
Moore St,1/17/2014 19:00:00,401,492
Moore St,1/17/2014 20:00:00,236,391
Moore St,1/17/2014 21:00:00,147,222
Moore St,1/17/2014 22:00:00,120,121
Moore St,1/17/2014 23:00:00,149,111
Capel St at Mullen,1/17/2014 0:00:00,27,33
Capel St at Mullen,1/17/2014 1:00:00,11,16
Capel St at Mullen,1/17/2014 2:00:00,3,15
Capel St at Mullen,1/17/2014 3:00:00,4,13
Capel St at Mullen,1/17/2014 4:00:00,1,10
Capel St at Mullen,1/17/2014 5:00:00,14,5
Capel St at Mullen,1/17/2014 6:00:00,13,13
Capel St at Mullen,1/17/2014 7:00:00,58,41
Capel St at Mullen,1/17/2014 8:00:00,111,88
Capel St at Mullen,1/17/2014 9:00:00,141,155
Capel St at Mullen,1/17/2014 10:00:00,184,187
Capel St at Mullen,1/17/2014 11:00:00,250,272
Capel St at Mullen,1/17/2014 12:00:00,340,334
Capel St at Mullen,1/17/2014 13:00:00,394,422
Capel St at Mullen,1/17/2014 14:00:00,363,346
Capel St at Mullen,1/17/2014 15:00:00,339,332
Capel St at Mullen,1/17/2014 16:00:00,335,317
Capel St at Mullen,1/17/2014 17:00:00,253,283
Capel St at Mullen,1/17/2014 18:00:00,239,235
Capel St at Mullen,1/17/2014 19:00:00,175,173
Capel St at Mullen,1/17/2014 20:00:00,155,179
Capel St at Mullen,1/17/2014 21:00:00,122,126
Capel St at Mullen,1/17/2014 22:00:00,87,88
Capel St at Mullen,1/17/2014 23:00:00,121,60
Dame Court,1/17/2014 0:00:00,67,92
Dame Court,1/17/2014 1:00:00,57,79
Dame Court,1/17/2014 2:00:00,111,105
Dame Court,1/17/2014 3:00:00,189,163
Dame Court,1/17/2014 4:00:00,8,11
Dame Court,1/17/2014 5:00:00,12,12
Dame Court,1/17/2014 6:00:00,35,20
Dame Court,1/17/2014 7:00:00,63,37
Dame Court,1/17/2014 8:00:00,151,96
Dame Court,1/17/2014 9:00:00,136,119
Dame Court,1/17/2014 10:00:00,94,106
Dame Court,1/17/2014 11:00:00,176,181
Dame Court,1/17/2014 12:00:00,173,190
Dame Court,1/17/2014 13:00:00,264,341
Dame Court,1/17/2014 14:00:00,177,221
Dame Court,1/17/2014 15:00:00,152,235
Dame Court,1/17/2014 16:00:00,157,217
Dame Court,1/17/2014 17:00:00,239,320
Dame Court,1/17/2014 18:00:00,251,276
Dame Court,1/17/2014 19:00:00,184,223
Dame Court,1/17/2014 20:00:00,203,268
Dame Court,1/17/2014 21:00:00,158,201
Dame Court,1/17/2014 22:00:00,230,271
Dame Court,1/17/2014 23:00:00,243,290
Grafton St at Card Gallery,1/17/2014 0:00:00,280,423
Grafton St at Card Gallery,1/17/2014 1:00:00,170,227
Grafton St at Card Gallery,1/17/2014 2:00:00,201,202
Grafton St at Card Gallery,1/17/2014 3:00:00,408,217
Grafton St at Card Gallery,1/17/2014 4:00:00,226,111
Grafton St at Card Gallery,1/17/2014 5:00:00,85,113
Grafton St at Card Gallery,1/17/2014 6:00:00,195,355
Grafton St at Card Gallery,1/17/2014 7:00:00,550,1391
Grafton St at Card Gallery,1/17/2014 8:00:00,1377,2381
Grafton St at Card Gallery,1/17/2014 9:00:00,1316,1581
Grafton St at Card Gallery,1/17/2014 10:00:00,1484,1501
Grafton St at Card Gallery,1/17/2014 11:00:00,2040,2096
Grafton St at Card Gallery,1/17/2014 12:00:00,3106,2867
Grafton St at Card Gallery,1/17/2014 13:00:00,3418,3323
Grafton St at Card Gallery,1/17/2014 14:00:00,3070,2903
Grafton St at Card Gallery,1/17/2014 15:00:00,3020,2876
Grafton St at Card Gallery,1/17/2014 16:00:00,3325,3014
Grafton St at Card Gallery,1/17/2014 17:00:00,4845,3838
Grafton St at Card Gallery,1/17/2014 18:00:00,3933,3107
Grafton St at Card Gallery,1/17/2014 19:00:00,2830,2036
Grafton St at Card Gallery,1/17/2014 20:00:00,1770,1659
Grafton St at Card Gallery,1/17/2014 21:00:00,1530,1307
Grafton St at Card Gallery,1/17/2014 22:00:00,1070,1379
Grafton St at Card Gallery,1/17/2014 23:00:00,1164,1322
Grafton St at M&S,1/17/2014 0:00:00,321,373
Grafton St at M&S,1/17/2014 1:00:00,195,196
Grafton St at M&S,1/17/2014 2:00:00,259,161
Grafton St at M&S,1/17/2014 3:00:00,397,206
Grafton St at M&S,1/17/2014 4:00:00,202,85
Grafton St at M&S,1/17/2014 5:00:00,100,105
Grafton St at M&S,1/17/2014 6:00:00,173,361
Grafton St at M&S,1/17/2014 7:00:00,475,1165
Grafton St at M&S,1/17/2014 8:00:00,940,1727
Grafton St at M&S,1/17/2014 9:00:00,1132,1505
Grafton St at M&S,1/17/2014 10:00:00,1414,1620
Grafton St at M&S,1/17/2014 11:00:00,2021,2176
Grafton St at M&S,1/17/2014 12:00:00,3247,3036
Grafton St at M&S,1/17/2014 13:00:00,3760,3702
Grafton St at M&S,1/17/2014 14:00:00,3336,3103
Grafton St at M&S,1/17/2014 15:00:00,3123,2923
Grafton St at M&S,1/17/2014 16:00:00,3579,3182
Grafton St at M&S,1/17/2014 17:00:00,4466,3499
Grafton St at M&S,1/17/2014 18:00:00,3508,2723
Grafton St at M&S,1/17/2014 19:00:00,2202,1694
Grafton St at M&S,1/17/2014 20:00:00,1510,1207
Grafton St at M&S,1/17/2014 21:00:00,1175,1032
Grafton St at M&S,1/17/2014 22:00:00,959,1088
Grafton St at M&S,1/17/2014 23:00:00,1096,1042
O'Connell Street at Easons,1/17/2014 0:00:00,93,240
O'Connell Street at Easons,1/17/2014 1:00:00,66,149
O'Connell Street at Easons,1/17/2014 2:00:00,46,129
O'Connell Street at Easons,1/17/2014 3:00:00,56,182
O'Connell Street at Easons,1/17/2014 4:00:00,17,66
O'Connell Street at Easons,1/17/2014 5:00:00,60,44
O'Connell Street at Easons,1/17/2014 6:00:00,210,107
O'Connell Street at Easons,1/17/2014 7:00:00,431,391
O'Connell Street at Easons,1/17/2014 8:00:00,629,658
O'Connell Street at Easons,1/17/2014 9:00:00,622,734
O'Connell Street at Easons,1/17/2014 10:00:00,858,996
O'Connell Street at Easons,1/17/2014 11:00:00,1005,1150
O'Connell Street at Easons,1/17/2014 12:00:00,1292,1433
O'Connell Street at Easons,1/17/2014 13:00:00,1541,1768
O'Connell Street at Easons,1/17/2014 14:00:00,1496,1663
O'Connell Street at Easons,1/17/2014 15:00:00,1598,1747
O'Connell Street at Easons,1/17/2014 16:00:00,1702,1922
O'Connell Street at Easons,1/17/2014 17:00:00,1882,1860
O'Connell Street at Easons,1/17/2014 18:00:00,1439,1586
O'Connell Street at Easons,1/17/2014 19:00:00,1128,1150
O'Connell Street at Easons,1/17/2014 20:00:00,916,993
O'Connell Street at Easons,1/17/2014 21:00:00,571,892
O'Connell Street at Easons,1/17/2014 22:00:00,632,744
O'Connell Street at Easons,1/17/2014 23:00:00,455,677
Henry Street at Butlers,1/17/2014 0:00:00,60,39
Henry Street at Butlers,1/17/2014 1:00:00,42,11
Henry Street at Butlers,1/17/2014 2:00:00,18,21
Henry Street at Butlers,1/17/2014 3:00:00,42,27
Henry Street at Butlers,1/17/2014 4:00:00,45,42
Henry Street at Butlers,1/17/2014 5:00:00,69,44
Henry Street at Butlers,1/17/2014 6:00:00,121,127
Henry Street at Butlers,1/17/2014 7:00:00,212,390
Henry Street at Butlers,1/17/2014 8:00:00,401,872
Henry Street at Butlers,1/17/2014 9:00:00,623,1499
Henry Street at Butlers,1/17/2014 10:00:00,1308,2360
Henry Street at Butlers,1/17/2014 11:00:00,1471,2103
Henry Street at Butlers,1/17/2014 12:00:00,1982,2461
Henry Street at Butlers,1/17/2014 13:00:00,2369,2741
Henry Street at Butlers,1/17/2014 14:00:00,2369,2582
Henry Street at Butlers,1/17/2014 15:00:00,2384,2567
Henry Street at Butlers,1/17/2014 16:00:00,2600,2452
Henry Street at Butlers,1/17/2014 17:00:00,2545,2358
Henry Street at Butlers,1/17/2014 18:00:00,2186,1734
Henry Street at Butlers,1/17/2014 19:00:00,1527,1020
Henry Street at Butlers,1/17/2014 20:00:00,748,556
Henry Street at Butlers,1/17/2014 21:00:00,365,377
Henry Street at Butlers,1/17/2014 22:00:00,245,251
Henry Street at Butlers,1/17/2014 23:00:00,166,142
South William St,1/17/2014 0:00:00,39,53
South William St,1/17/2014 1:00:00,35,26
South William St,1/17/2014 2:00:00,51,13
South William St,1/17/2014 3:00:00,26,14
South William St,1/17/2014 4:00:00,6,7
South William St,1/17/2014 5:00:00,5,5
South William St,1/17/2014 6:00:00,16,37
South William St,1/17/2014 7:00:00,31,89
South William St,1/17/2014 8:00:00,82,224
South William St,1/17/2014 9:00:00,90,211
South William St,1/17/2014 10:00:00,131,187
South William St,1/17/2014 11:00:00,159,246
South William St,1/17/2014 12:00:00,234,345
South William St,1/17/2014 13:00:00,341,409
South William St,1/17/2014 14:00:00,313,322
South William St,1/17/2014 15:00:00,292,349
South William St,1/17/2014 16:00:00,330,400
South William St,1/17/2014 17:00:00,404,451
South William St,1/17/2014 18:00:00,337,360
South William St,1/17/2014 19:00:00,272,331
South William St,1/17/2014 20:00:00,223,277
South William St,1/17/2014 21:00:00,176,184
South William St,1/17/2014 22:00:00,213,202
South William St,1/17/2014 23:00:00,179,230
Dublin BID,1/18/2014 0:00:00,339,265
Dublin BID,1/18/2014 1:00:00,144,186
Dublin BID,1/18/2014 2:00:00,72,175
Dublin BID,1/18/2014 3:00:00,70,167
Dublin BID,1/18/2014 4:00:00,24,80
Dublin BID,1/18/2014 5:00:00,19,24
Dublin BID,1/18/2014 6:00:00,137,58
Dublin BID,1/18/2014 7:00:00,309,190
Dublin BID,1/18/2014 8:00:00,401,233
Dublin BID,1/18/2014 9:00:00,677,443
Dublin BID,1/18/2014 10:00:00,1047,696
Dublin BID,1/18/2014 11:00:00,1229,922
Dublin BID,1/18/2014 12:00:00,1406,949
Dublin BID,1/18/2014 13:00:00,1580,1108
Dublin BID,1/18/2014 14:00:00,1702,1168
Dublin BID,1/18/2014 15:00:00,1825,1215
Dublin BID,1/18/2014 16:00:00,1593,1113
Dublin BID,1/18/2014 17:00:00,1930,1153
Dublin BID,1/18/2014 18:00:00,2159,1218
Dublin BID,1/18/2014 19:00:00,1489,965
Dublin BID,1/18/2014 20:00:00,883,643
Dublin BID,1/18/2014 21:00:00,736,512
Dublin BID,1/18/2014 22:00:00,745,458
Dublin BID,1/18/2014 23:00:00,576,421
South King St,1/18/2014 0:00:00,298,276
South King St,1/18/2014 1:00:00,172,188
South King St,1/18/2014 2:00:00,128,97
South King St,1/18/2014 3:00:00,87,70
South King St,1/18/2014 4:00:00,51,21
South King St,1/18/2014 5:00:00,34,23
South King St,1/18/2014 6:00:00,39,22
South King St,1/18/2014 7:00:00,89,92
South King St,1/18/2014 8:00:00,101,143
South King St,1/18/2014 9:00:00,190,209
South King St,1/18/2014 10:00:00,338,372
South King St,1/18/2014 11:00:00,376,343
South King St,1/18/2014 12:00:00,706,728
South King St,1/18/2014 13:00:00,1095,966
South King St,1/18/2014 14:00:00,1059,1056
South King St,1/18/2014 15:00:00,982,915
South King St,1/18/2014 16:00:00,971,992
South King St,1/18/2014 17:00:00,1289,1052
South King St,1/18/2014 18:00:00,877,747
South King St,1/18/2014 19:00:00,451,632
South King St,1/18/2014 20:00:00,341,492
South King St,1/18/2014 21:00:00,341,775
South King St,1/18/2014 22:00:00,286,359
South King St,1/18/2014 23:00:00,291,319
South Great Georges,1/18/2014 0:00:00,311,445
South Great Georges,1/18/2014 1:00:00,408,312
South Great Georges,1/18/2014 2:00:00,263,279
South Great Georges,1/18/2014 3:00:00,173,218
South Great Georges,1/18/2014 4:00:00,45,76
South Great Georges,1/18/2014 5:00:00,31,30
South Great Georges,1/18/2014 6:00:00,36,25
South Great Georges,1/18/2014 7:00:00,44,52
South Great Georges,1/18/2014 8:00:00,56,74
South Great Georges,1/18/2014 9:00:00,224,190
South Great Georges,1/18/2014 10:00:00,279,287
South Great Georges,1/18/2014 11:00:00,321,371
