Zone,Times,InCount,OutCount,Type
Talbot St,09/01/2014 11:00:00,113,127,Actual
Talbot St,09/01/2014 12:00:00,242,368,Actual
Talbot St,09/01/2014 13:00:00,465,687,Actual
Talbot St,09/01/2014 14:00:00,198,387,Actual
Talbot St,09/01/2014 15:00:00,285,599,Actual
Talbot St,09/01/2014 16:00:00,700,953,Actual
Talbot St,09/01/2014 17:00:00,1446,1192,Actual
Talbot St,09/01/2014 18:00:00,1107,1156,Actual
Talbot St,09/01/2014 19:00:00,693,870,Actual
Talbot St,09/01/2014 20:00:00,448,807,Actual
Talbot St,09/01/2014 21:00:00,333,450,Actual
Talbot St,09/01/2014 22:00:00,92,144,Actual
Talbot St,09/01/2014 23:00:00,52,115,Actual
Mary St,09/01/2014 00:00:00,28,9,Actual
Mary St,09/01/2014 01:00:00,8,10,Actual
Mary St,09/01/2014 02:00:00,11,12,Actual
Mary St,09/01/2014 03:00:00,7,19,Actual
Mary St,09/01/2014 04:00:00,8,11,Actual
Mary St,09/01/2014 05:00:00,42,36,Actual
Mary St,09/01/2014 06:00:00,98,62,Actual
Mary St,09/01/2014 07:00:00,119,139,Actual
Mary St,09/01/2014 08:00:00,464,252,Actual
Mary St,09/01/2014 09:00:00,517,396,Actual
Mary St,09/01/2014 10:00:00,723,607,Actual
Mary St,09/01/2014 11:00:00,958,892,Actual
Mary St,09/01/2014 12:00:00,1402,1323,Actual
Mary St,09/01/2014 13:00:00,1818,1647,Actual
Mary St,09/01/2014 14:00:00,1575,1478,Actual
Mary St,09/01/2014 15:00:00,1554,1498,Actual
Mary St,09/01/2014 16:00:00,1443,1433,Actual
Mary St,09/01/2014 17:00:00,1422,1529,Actual
Mary St,09/01/2014 18:00:00,1405,1210,Actual
Mary St,09/01/2014 19:00:00,965,852,Actual
Mary St,09/01/2014 20:00:00,546,469,Actual
Mary St,09/01/2014 21:00:00,201,145,Actual
Mary St,09/01/2014 22:00:00,96,92,Actual
Mary St,09/01/2014 23:00:00,71,46,Actual
Moore St,09/01/2014 00:00:00,38,17,Actual
Moore St,09/01/2014 01:00:00,4,29,Actual
Moore St,09/01/2014 02:00:00,13,15,Actual
Moore St,09/01/2014 03:00:00,26,23,Actual
Moore St,09/01/2014 04:00:00,30,17,Actual
Moore St,09/01/2014 05:00:00,228,40,Actual
Moore St,09/01/2014 06:00:00,222,78,Actual
Moore St,09/01/2014 07:00:00,322,106,Actual
Moore St,09/01/2014 08:00:00,321,275,Actual
Moore St,09/01/2014 09:00:00,438,453,Actual
Moore St,09/01/2014 10:00:00,621,662,Actual
Moore St,09/01/2014 11:00:00,914,940,Actual
Moore St,09/01/2014 12:00:00,1088,1198,Actual
Moore St,09/01/2014 13:00:00,1332,1413,Actual
Moore St,09/01/2014 14:00:00,1309,1274,Actual
Moore St,09/01/2014 15:00:00,1216,1392,Actual
Moore St,09/01/2014 16:00:00,1196,1353,Actual
Moore St,09/01/2014 17:00:00,1243,1370,Actual
Moore St,09/01/2014 18:00:00,987,1221,Actual
Moore St,09/01/2014 19:00:00,692,732,Actual
Moore St,09/01/2014 20:00:00,404,448,Actual
Moore St,09/01/2014 21:00:00,183,286,Actual
Moore St,09/01/2014 22:00:00,108,151,Actual
Moore St,09/01/2014 23:00:00,50,68,Actual
Capel St at Mullen,09/01/2014 00:00:00,4,5,Actual
Capel St at Mullen,09/01/2014 01:00:00,2,2,Actual
Capel St at Mullen,09/01/2014 02:00:00,2,6,Actual
Capel St at Mullen,09/01/2014 03:00:00,0,4,Actual
Capel St at Mullen,09/01/2014 04:00:00,1,1,Actual
Capel St at Mullen,09/01/2014 05:00:00,2,0,Actual
Capel St at Mullen,09/01/2014 06:00:00,7,4,Actual
Capel St at Mullen,09/01/2014 07:00:00,21,22,Actual
Capel St at Mullen,09/01/2014 08:00:00,66,65,Actual
Capel St at Mullen,09/01/2014 09:00:00,123,116,Actual
Capel St at Mullen,09/01/2014 10:00:00,153,192,Actual
Capel St at Mullen,09/01/2014 11:00:00,252,280,Actual
Capel St at Mullen,09/01/2014 12:00:00,339,336,Actual
Capel St at Mullen,09/01/2014 13:00:00,451,404,Actual
Capel St at Mullen,09/01/2014 14:00:00,328,325,Actual
Capel St at Mullen,09/01/2014 15:00:00,337,337,Actual
Capel St at Mullen,09/01/2014 16:00:00,300,293,Actual
Capel St at Mullen,09/01/2014 17:00:00,289,365,Actual
Capel St at Mullen,09/01/2014 18:00:00,281,260,Actual
Capel St at Mullen,09/01/2014 19:00:00,217,168,Actual
Capel St at Mullen,09/01/2014 20:00:00,161,135,Actual
Capel St at Mullen,09/01/2014 21:00:00,102,86,Actual
Capel St at Mullen,09/01/2014 22:00:00,75,50,Actual
Capel St at Mullen,09/01/2014 23:00:00,37,36,Actual
Dame Court,09/01/2014 00:00:00,36,46,Actual
Dame Court,09/01/2014 01:00:00,18,15,Actual
Dame Court,09/01/2014 02:00:00,12,10,Actual
Dame Court,09/01/2014 03:00:00,11,7,Actual
Dame Court,09/01/2014 04:00:00,3,6,Actual
Dame Court,09/01/2014 05:00:00,13,7,Actual
Dame Court,09/01/2014 06:00:00,25,16,Actual
Dame Court,09/01/2014 07:00:00,70,32,Actual
Dame Court,09/01/2014 08:00:00,169,119,Actual
Dame Court,09/01/2014 09:00:00,102,95,Actual
Dame Court,09/01/2014 10:00:00,91,117,Actual
Dame Court,09/01/2014 11:00:00,98,112,Actual
Dame Court,09/01/2014 12:00:00,307,336,Actual
Dame Court,09/01/2014 13:00:00,168,221,Actual
Dame Court,09/01/2014 14:00:00,160,202,Actual
Dame Court,09/01/2014 15:00:00,162,206,Actual
Dame Court,09/01/2014 16:00:00,166,213,Actual
Dame Court,09/01/2014 17:00:00,243,267,Actual
Dame Court,09/01/2014 18:00:00,179,288,Actual
Dame Court,09/01/2014 19:00:00,166,168,Actual
Dame Court,09/01/2014 20:00:00,154,196,Actual
Dame Court,09/01/2014 21:00:00,92,131,Actual
Dame Court,09/01/2014 22:00:00,82,142,Actual
Dame Court,09/01/2014 23:00:00,104,123,Actual
Grafton St at Card Gallery,09/01/2014 00:00:00,174,166,Actual
Grafton St at Card Gallery,09/01/2014 01:00:00,49,99,Actual
Grafton St at Card Gallery,09/01/2014 02:00:00,112,122,Actual
Grafton St at Card Gallery,09/01/2014 03:00:00,145,101,Actual
Grafton St at Card Gallery,09/01/2014 04:00:00,51,82,Actual
Grafton St at Card Gallery,09/01/2014 05:00:00,65,165,Actual
Grafton St at Card Gallery,09/01/2014 06:00:00,205,367,Actual
Grafton St at Card Gallery,09/01/2014 07:00:00,481,1256,Actual
Grafton St at Card Gallery,09/01/2014 08:00:00,1180,2314,Actual
Grafton St at Card Gallery,09/01/2014 09:00:00,1053,1338,Actual
Grafton St at Card Gallery,09/01/2014 10:00:00,1081,1342,Actual
Grafton St at Card Gallery,09/01/2014 11:00:00,1645,1739,Actual
Grafton St at Card Gallery,09/01/2014 12:00:00,2615,2497,Actual
Grafton St at Card Gallery,09/01/2014 13:00:00,3848,3727,Actual
Grafton St at Card Gallery,09/01/2014 14:00:00,3242,2920,Actual
Grafton St at Card Gallery,09/01/2014 15:00:00,2838,2641,Actual
Grafton St at Card Gallery,09/01/2014 16:00:00,2919,2611,Actual
Grafton St at Card Gallery,09/01/2014 17:00:00,4510,3239,Actual
Grafton St at Card Gallery,09/01/2014 18:00:00,3918,3354,Actual
Grafton St at Card Gallery,09/01/2014 19:00:00,2755,2458,Actual
Grafton St at Card Gallery,09/01/2014 20:00:00,1751,1484,Actual
Grafton St at Card Gallery,09/01/2014 21:00:00,1128,864,Actual
Grafton St at Card Gallery,09/01/2014 22:00:00,618,707,Actual
Grafton St at Card Gallery,09/01/2014 23:00:00,562,467,Actual
Grafton St at M&S,09/01/2014 00:00:00,154,124,Actual
Grafton St at M&S,09/01/2014 01:00:00,107,90,Actual
Grafton St at M&S,09/01/2014 02:00:00,113,61,Actual
Grafton St at M&S,09/01/2014 03:00:00,141,112,Actual
Grafton St at M&S,09/01/2014 04:00:00,57,78,Actual
Grafton St at M&S,09/01/2014 05:00:00,54,139,Actual
Grafton St at M&S,09/01/2014 06:00:00,186,378,Actual
Grafton St at M&S,09/01/2014 07:00:00,472,1172,Actual
Grafton St at M&S,09/01/2014 08:00:00,1276,2323,Actual
Grafton St at M&S,09/01/2014 09:00:00,1111,1533,Actual
Grafton St at M&S,09/01/2014 10:00:00,1191,1505,Actual
Grafton St at M&S,09/01/2014 11:00:00,1731,1931,Actual
Grafton St at M&S,09/01/2014 12:00:00,2493,2521,Actual
Grafton St at M&S,09/01/2014 13:00:00,4378,3965,Actual
Grafton St at M&S,09/01/2014 14:00:00,3135,2946,Actual
Grafton St at M&S,09/01/2014 15:00:00,2832,2695,Actual
Grafton St at M&S,09/01/2014 16:00:00,3152,2739,Actual
Grafton St at M&S,09/01/2014 17:00:00,4148,3111,Actual
Grafton St at M&S,09/01/2014 18:00:00,3630,2998,Actual
Grafton St at M&S,09/01/2014 19:00:00,2416,1957,Actual
Grafton St at M&S,09/01/2014 20:00:00,1584,1223,Actual
Grafton St at M&S,09/01/2014 21:00:00,1036,710,Actual
Grafton St at M&S,09/01/2014 22:00:00,595,616,Actual
Grafton St at M&S,09/01/2014 23:00:00,558,441,Actual
O'Connell Street at Easons,09/01/2014 00:00:00,34,124,Actual
O'Connell Street at Easons,09/01/2014 01:00:00,28,60,Actual
O'Connell Street at Easons,09/01/2014 02:00:00,32,57,Actual
O'Connell Street at Easons,09/01/2014 03:00:00,27,84,Actual
O'Connell Street at Easons,09/01/2014 04:00:00,21,36,Actual
O'Connell Street at Easons,09/01/2014 05:00:00,52,33,Actual
O'Connell Street at Easons,09/01/2014 06:00:00,206,89,Actual
O'Connell Street at Easons,09/01/2014 07:00:00,406,319,Actual
O'Connell Street at Easons,09/01/2014 08:00:00,582,688,Actual
O'Connell Street at Easons,09/01/2014 09:00:00,615,754,Actual
O'Connell Street at Easons,09/01/2014 10:00:00,745,1036,Actual
O'Connell Street at Easons,09/01/2014 11:00:00,870,1107,Actual
O'Connell Street at Easons,09/01/2014 12:00:00,1164,1435,Actual
O'Connell Street at Easons,09/01/2014 13:00:00,1452,1698,Actual
O'Connell Street at Easons,09/01/2014 14:00:00,1395,1482,Actual
O'Connell Street at Easons,09/01/2014 15:00:00,1385,1477,Actual
O'Connell Street at Easons,09/01/2014 16:00:00,1545,1681,Actual
O'Connell Street at Easons,09/01/2014 17:00:00,1820,1950,Actual
O'Connell Street at Easons,09/01/2014 18:00:00,1397,1629,Actual
O'Connell Street at Easons,09/01/2014 19:00:00,1008,985,Actual
O'Connell Street at Easons,09/01/2014 20:00:00,770,834,Actual
O'Connell Street at Easons,09/01/2014 21:00:00,490,635,Actual
O'Connell Street at Easons,09/01/2014 22:00:00,349,474,Actual
O'Connell Street at Easons,09/01/2014 23:00:00,224,384,Actual
Henry Street at Butlers,09/01/2014 00:00:00,29,29,Actual
Henry Street at Butlers,09/01/2014 01:00:00,20,16,Actual
Henry Street at Butlers,09/01/2014 02:00:00,17,20,Actual
Henry Street at Butlers,09/01/2014 03:00:00,25,9,Actual
Henry Street at Butlers,09/01/2014 04:00:00,35,27,Actual
Henry Street at Butlers,09/01/2014 05:00:00,81,46,Actual
Henry Street at Butlers,09/01/2014 06:00:00,77,143,Actual
Henry Street at Butlers,09/01/2014 07:00:00,229,401,Actual
Henry Street at Butlers,09/01/2014 08:00:00,401,1070,Actual
Henry Street at Butlers,09/01/2014 09:00:00,530,1203,Actual
Henry Street at Butlers,09/01/2014 10:00:00,1269,2381,Actual
Henry Street at Butlers,09/01/2014 11:00:00,1410,2066,Actual
Henry Street at Butlers,09/01/2014 12:00:00,1974,2666,Actual
Henry Street at Butlers,09/01/2014 13:00:00,2762,2857,Actual
Henry Street at Butlers,09/01/2014 14:00:00,2375,2342,Actual
Henry Street at Butlers,09/01/2014 15:00:00,2215,2501,Actual
Henry Street at Butlers,09/01/2014 16:00:00,2386,2271,Actual
Henry Street at Butlers,09/01/2014 17:00:00,2342,2355,Actual
Henry Street at Butlers,09/01/2014 18:00:00,2043,1962,Actual
Henry Street at Butlers,09/01/2014 19:00:00,1553,1066,Actual
Henry Street at Butlers,09/01/2014 20:00:00,1094,530,Actual
Henry Street at Butlers,09/01/2014 21:00:00,468,244,Actual
Henry Street at Butlers,09/01/2014 22:00:00,152,139,Actual
Henry Street at Butlers,09/01/2014 23:00:00,111,99,Actual
South William St,09/01/2014 00:00:00,33,36,Actual
South William St,09/01/2014 01:00:00,30,13,Actual
South William St,09/01/2014 02:00:00,42,11,Actual
South William St,09/01/2014 03:00:00,79,5,Actual
South William St,09/01/2014 04:00:00,10,5,Actual
South William St,09/01/2014 05:00:00,1,2,Actual
South William St,09/01/2014 06:00:00,11,22,Actual
South William St,09/01/2014 07:00:00,29,102,Actual
South William St,09/01/2014 08:00:00,88,216,Actual
South William St,09/01/2014 09:00:00,69,177,Actual
South William St,09/01/2014 10:00:00,118,168,Actual
South William St,09/01/2014 11:00:00,152,217,Actual
South William St,09/01/2014 12:00:00,189,330,Actual
South William St,09/01/2014 13:00:00,374,384,Actual
South William St,09/01/2014 14:00:00,284,353,Actual
South William St,09/01/2014 15:00:00,280,265,Actual
South William St,09/01/2014 16:00:00,269,293,Actual
South William St,09/01/2014 17:00:00,315,355,Actual
South William St,09/01/2014 18:00:00,292,394,Actual
South William St,09/01/2014 19:00:00,227,228,Actual
South William St,09/01/2014 20:00:00,221,159,Actual
South William St,09/01/2014 21:00:00,168,98,Actual
South William St,09/01/2014 22:00:00,91,67,Actual
South William St,09/01/2014 23:00:00,61,57,Actual
Dublin BID,10/01/2014 00:00:00,119,144,Actual
Dublin BID,10/01/2014 01:00:00,49,69,Actual
Dublin BID,10/01/2014 02:00:00,28,51,Actual
Dublin BID,10/01/2014 03:00:00,26,43,Actual
Dublin BID,10/01/2014 04:00:00,7,20,Actual
Dublin BID,10/01/2014 05:00:00,34,12,Actual
Dublin BID,10/01/2014 06:00:00,149,48,Actual
Dublin BID,10/01/2014 07:00:00,643,235,Actual
Dublin BID,10/01/2014 08:00:00,830,352,Actual
Dublin BID,10/01/2014 09:00:00,830,434,Actual
Dublin BID,10/01/2014 10:00:00,975,560,Actual
Dublin BID,10/01/2014 11:00:00,1202,707,Actual
Dublin BID,10/01/2014 12:00:00,1305,737,Actual
Dublin BID,10/01/2014 13:00:00,1535,901,Actual
Dublin BID,10/01/2014 14:00:00,1633,899,Actual
Dublin BID,10/01/2014 15:00:00,1643,961,Actual
Dublin BID,10/01/2014 16:00:00,1704,925,Actual
Dublin BID,10/01/2014 17:00:00,1845,962,Actual
Dublin BID,10/01/2014 18:00:00,2114,986,Actual
Dublin BID,10/01/2014 19:00:00,1331,612,Actual
Dublin BID,10/01/2014 20:00:00,789,452,Actual
Dublin BID,10/01/2014 21:00:00,647,396,Actual
Dublin BID,10/01/2014 22:00:00,638,343,Actual
Dublin BID,10/01/2014 23:00:00,538,336,Actual
South King St,10/01/2014 00:00:00,92,83,Actual
South King St,10/01/2014 01:00:00,45,35,Actual
South King St,10/01/2014 02:00:00,31,28,Actual
South King St,10/01/2014 03:00:00,30,23,Actual
South King St,10/01/2014 04:00:00,5,11,Actual
South King St,10/01/2014 05:00:00,28,12,Actual
South King St,10/01/2014 06:00:00,71,49,Actual
South King St,10/01/2014 07:00:00,279,200,Actual
South King St,10/01/2014 08:00:00,582,631,Actual
South King St,10/01/2014 09:00:00,386,443,Actual
South King St,10/01/2014 10:00:00,484,443,Actual
South King St,10/01/2014 11:00:00,526,501,Actual
South King St,10/01/2014 12:00:00,745,927,Actual
South King St,10/01/2014 13:00:00,1192,1262,Actual
South King St,10/01/2014 14:00:00,740,716,Actual
South King St,10/01/2014 15:00:00,588,659,Actual
South King St,10/01/2014 16:00:00,860,834,Actual
South King St,10/01/2014 17:00:00,923,1096,Actual
South King St,10/01/2014 18:00:00,1167,1016,Actual
South King St,10/01/2014 19:00:00,537,683,Actual
South King St,10/01/2014 20:00:00,446,525,Actual
South King St,10/01/2014 21:00:00,283,702,Actual
South King St,10/01/2014 22:00:00,252,299,Actual
South King St,10/01/2014 23:00:00,266,266,Actual
South Great Georges,10/01/2014 00:00:00,154,194,Actual
South Great Georges,10/01/2014 01:00:00,120,93,Actual
South Great Georges,10/01/2014 02:00:00,31,61,Actual
South Great Georges,10/01/2014 03:00:00,38,50,Actual
South Great Georges,10/01/2014 04:00:00,8,17,Actual
South Great Georges,10/01/2014 05:00:00,16,26,Actual
South Great Georges,10/01/2014 06:00:00,32,43,Actual
South Great Georges,10/01/2014 07:00:00,101,201,Actual
South Great Georges,10/01/2014 08:00:00,280,467,Actual
South Great Georges,10/01/2014 09:00:00,257,308,Actual
South Great Georges,10/01/2014 10:00:00,269,281,Actual
South Great Georges,10/01/2014 11:00:00,346,394,Actual
South Great Georges,10/01/2014 12:00:00,523,563,Actual
South Great Georges,10/01/2014 13:00:00,670,798,Actual
South Great Georges,10/01/2014 14:00:00,621,708,Actual
South Great Georges,10/01/2014 15:00:00,611,650,Actual
South Great Georges,10/01/2014 16:00:00,584,716,Actual
South Great Georges,10/01/2014 17:00:00,670,729,Actual
South Great Georges,10/01/2014 18:00:00,566,699,Actual
South Great Georges,10/01/2014 19:00:00,408,546,Actual
South Great Georges,10/01/2014 20:00:00,432,575,Actual
South Great Georges,10/01/2014 21:00:00,389,486,Actual
South Great Georges,10/01/2014 22:00:00,283,402,Actual
South Great Georges,10/01/2014 23:00:00,297,417,Actual
Talbot St,10/01/2014 00:00:00,33,52,Actual
Talbot St,10/01/2014 01:00:00,11,35,Actual
Talbot St,10/01/2014 02:00:00,6,38,Actual
Talbot St,10/01/2014 03:00:00,5,16,Actual
Talbot St,10/01/2014 04:00:00,5,7,Actual
Talbot St,10/01/2014 05:00:00,20,15,Actual
Talbot St,10/01/2014 06:00:00,86,58,Actual
Talbot St,10/01/2014 07:00:00,698,340,Actual
Talbot St,10/01/2014 08:00:00,896,490,Actual
Talbot St,10/01/2014 09:00:00,414,368,Actual
Talbot St,10/01/2014 10:00:00,391,320,Actual
Talbot St,10/01/2014 11:00:00,391,420,Actual
Talbot St,10/01/2014 12:00:00,561,642,Actual
Talbot St,10/01/2014 13:00:00,593,910,Actual
Talbot St,10/01/2014 14:00:00,600,692,Actual
Talbot St,10/01/2014 15:00:00,437,705,Actual
Talbot St,10/01/2014 16:00:00,671,929,Actual
Talbot St,10/01/2014 17:00:00,1139,1191,Actual
Talbot St,10/01/2014 18:00:00,870,1042,Actual
Talbot St,10/01/2014 19:00:00,685,762,Actual
Talbot St,10/01/2014 20:00:00,536,636,Actual
Talbot St,10/01/2014 21:00:00,379,366,Actual
Talbot St,10/01/2014 22:00:00,132,186,Actual
Talbot St,10/01/2014 23:00:00,84,117,Actual
Mary St,10/01/2014 00:00:00,38,38,Actual
Mary St,10/01/2014 01:00:00,12,18,Actual
Mary St,10/01/2014 02:00:00,18,13,Actual
Mary St,10/01/2014 03:00:00,23,15,Actual
Mary St,10/01/2014 04:00:00,20,5,Actual
Mary St,10/01/2014 05:00:00,33,24,Actual
Mary St,10/01/2014 06:00:00,63,62,Actual
Mary St,10/01/2014 07:00:00,185,158,Actual
Mary St,10/01/2014 08:00:00,439,252,Actual
Mary St,10/01/2014 09:00:00,586,431,Actual
Mary St,10/01/2014 10:00:00,802,621,Actual
Mary St,10/01/2014 11:00:00,1081,1009,Actual
Mary St,10/01/2014 12:00:00,1328,1268,Actual
Mary St,10/01/2014 13:00:00,1575,1452,Actual
Mary St,10/01/2014 14:00:00,1256,1089,Actual
Mary St,10/01/2014 15:00:00,1427,1284,Actual
Mary St,10/01/2014 16:00:00,1429,1318,Actual
Mary St,10/01/2014 17:00:00,1145,1114,Actual
Mary St,10/01/2014 18:00:00,955,805,Actual
Mary St,10/01/2014 19:00:00,633,586,Actual
Mary St,10/01/2014 20:00:00,316,232,Actual
Mary St,10/01/2014 21:00:00,153,132,Actual
Mary St,10/01/2014 22:00:00,120,151,Actual
Mary St,10/01/2014 23:00:00,97,105,Actual
Moore St,10/01/2014 00:00:00,19,56,Actual
Moore St,10/01/2014 01:00:00,28,15,Actual
Moore St,10/01/2014 02:00:00,43,40,Actual
Moore St,10/01/2014 03:00:00,43,40,Actual
Moore St,10/01/2014 04:00:00,75,19,Actual
Moore St,10/01/2014 05:00:00,196,38,Actual
Moore St,10/01/2014 06:00:00,268,75,Actual
Moore St,10/01/2014 07:00:00,377,161,Actual
Moore St,10/01/2014 08:00:00,380,293,Actual
Moore St,10/01/2014 09:00:00,445,419,Actual
Moore St,10/01/2014 10:00:00,671,688,Actual
Moore St,10/01/2014 11:00:00,926,1002,Actual
Moore St,10/01/2014 12:00:00,1088,1247,Actual
Moore St,10/01/2014 13:00:00,1245,1463,Actual
Moore St,10/01/2014 14:00:00,1168,1295,Actual
Moore St,10/01/2014 15:00:00,1315,1271,Actual
Moore St,10/01/2014 16:00:00,1300,1358,Actual
Moore St,10/01/2014 17:00:00,1099,1231,Actual
Moore St,10/01/2014 18:00:00,811,946,Actual
Moore St,10/01/2014 19:00:00,552,659,Actual
Moore St,10/01/2014 20:00:00,275,384,Actual
Moore St,10/01/2014 21:00:00,160,189,Actual
Moore St,10/01/2014 22:00:00,128,92,Actual
Moore St,10/01/2014 23:00:00,118,92,Actual
Capel St at Mullen,10/01/2014 00:00:00,23,25,Actual
Capel St at Mullen,10/01/2014 01:00:00,4,6,Actual
Capel St at Mullen,10/01/2014 02:00:00,6,8,Actual
Capel St at Mullen,10/01/2014 03:00:00,6,35,Actual
Capel St at Mullen,10/01/2014 04:00:00,6,8,Actual
Capel St at Mullen,10/01/2014 05:00:00,12,3,Actual
Capel St at Mullen,10/01/2014 06:00:00,19,8,Actual
Capel St at Mullen,10/01/2014 07:00:00,55,43,Actual
Capel St at Mullen,10/01/2014 08:00:00,118,94,Actual
Capel St at Mullen,10/01/2014 09:00:00,126,117,Actual
Capel St at Mullen,10/01/2014 10:00:00,161,181,Actual
Capel St at Mullen,10/01/2014 11:00:00,263,271,Actual
